temperature,humidity,day_of_week,pm25,pm10,no2,o3,aqi_lag_1,aqi_lag_2,aqi_lag_3,target_24h,target_7d
21.236203565420873,32.959305018703375,3,8.193903577453465,34.00773144975702,31.742849446311432,18.259984582405824,24.895117232771305,18.521830693370898,22.88898317505968,2.701331832392711,140.61745137369132
38.52142919229749,57.93306631648507,6,89.57233640613676,116.885488241879,73.37944076845818,71.28579622632185,212.7933701676815,216.77378576236288,205.94144602342104,233.83037140405713,215.09500301916708
31.959818254342153,81.10620851134857,2,127.12345821987245,155.3804624751856,8.021670930090659,89.13920170263046,280.9889653207048,289.94732824424443,292.68645953403455,299.88285637523586,224.3149720811325
27.959754525911098,71.25574204866928,6,84.60216516903806,188.67964938714192,43.41610307577887,56.280431013937985,236.15816763662684,240.87302315689914,213.98777015893052,222.72981886869363,199.27110694279247
14.680559213273096,76.45928035030148,3,36.79472447896198,13.006402679395954,56.035959689328045,58.52719715622697,85.42305315835345,90.29621799054257,84.28120012232485,83.30641325042738,138.89550754633115
14.67983561008608,66.11483566975022,5,9.882030841011545,109.32442689675526,74.87734802608766,32.95840895491415,85.81738479136513,82.20629359918567,87.64512374282346,72.77338438097593,158.52759948904938
11.742508365045984,68.45935951624966,1,36.12107062252641,99.46479768240359,51.52784390927908,79.10887272703403,143.3507212925575,146.5583198737189,157.7609490792245,125.74518752862397,180.83933366860842
35.98528437324806,79.44369560957236,5,65.3376070703084,134.65045417538374,65.2816427008822,77.66151286305308,186.552540741518,178.1541620337141,182.88168345170638,172.87591182214985,189.89665204487773
28.033450352296263,37.47676062014301,6,115.14365716147049,116.31998234841497,11.27937033840113,62.9529120295891,210.58509782942897,217.32648717950696,203.42331944119726,249.26412418272196,238.37099086002763
31.242177333881365,54.259747455019834,1,32.23721361797725,140.5374386106713,33.94546332026955,29.139785786020855,129.16962105835123,124.16359101171801,134.49217230037382,122.09666412613682,234.1377835217873
10.617534828874074,35.484660927372154,0,109.36976073642948,135.03569110234616,33.04603508593006,18.73163964133805,252.66949748579893,241.4544018827952,230.06290456756784,227.13138531706264,215.83075187296436
39.097295564859834,89.13676055976529,4,130.7053529110231,32.23222772300978,71.47161623417882,15.781471827141331,218.81355263908412,219.19174699740498,225.3337325116485,238.32776690623143,215.92535973424592
34.97327922401266,86.08415377806293,5,70.82229297571178,161.94640358755672,16.352837844745622,63.342645997859,186.94392153436868,167.8127598909218,156.75442244499322,207.0746068139859,186.52316375991612
16.370173320348286,22.759876795795414,3,124.10763878817603,33.414189386101725,16.391462925247268,84.253178722852,206.16826626925368,220.91196698921374,213.17990494559217,223.55408731572874,211.44306720239953
15.454749016213018,69.3902620760982,0,85.42531546508886,142.72081878973606,29.641861241434885,87.24973886028323,203.38696062704537,211.35795059616237,201.79445923685753,188.27823654937927,229.1286556213114
15.502135295603015,84.7673822190966,4,97.37817137673122,89.06761985171528,9.084953552512818,51.72598669091048,192.79663923348815,196.16633773596618,197.55592362878338,235.47923172429114,234.9692273236746
19.127267288786133,32.64027415891334,3,81.31037674903939,107.6316395695536,18.684353048936753,80.58441693760452,196.6696694753759,180.43282202142842,178.47747688518277,172.28658729853893,220.78774638713136
25.742692948967136,59.756166138684065,2,72.16004392894456,181.626622731385,77.39072289093014,95.21921767069213,239.31677088849153,232.3148690577574,237.4039634340643,230.0203962379399,228.02367522927352
22.958350559263472,84.08418083116293,3,39.024749057498155,179.07790802996246,37.113795490037965,34.76531012392612,134.73286447225664,135.13844882097516,134.95210043424407,148.6150282860034,195.95012652069192
18.736874205941255,22.37621850100592,1,48.96313862185168,165.3926980744556,52.40144063168273,45.816431174268146,167.41844167799408,164.78739396774202,149.60865943187164,186.07657122605502,167.99333659187292
28.355586841671386,68.8194187072788,1,47.04566724682331,106.92819228670142,59.45834445084777,93.83310933370126,148.33455678089265,131.44890712641794,134.2070318073977,169.27498430300622,186.05493155390047
14.184815819561255,40.81443051607855,2,86.67689498830313,149.8855639254283,32.522105525540034,40.44078705855564,217.53340788998432,204.3691178346229,186.74746133029421,178.1813442898357,194.5753617206975
18.764339456056547,84.70773367635712,0,22.393285488464038,107.45044054857378,16.042030580788772,92.24886612896167,118.74783790226577,115.91689393312998,107.07835400263995,93.47831884768247,167.68249580297538
20.99085529881075,87.97407716157575,4,137.93479515183859,175.22515567020773,20.493576216633564,98.29403760290192,288.33595047065796,275.50305648481964,271.86392316402964,313.0857336145881,217.3860384151645
23.682099526511077,86.09865423794038,3,109.49499606605143,86.52740831425098,28.494985743545776,69.56296557169821,194.27085261519662,207.98472585402922,203.65269178213276,259.89376977287526,220.5255902388901
33.55527884179041,53.194995166022466,1,63.209616482413075,194.3447154388266,52.70513152641693,83.52012605537514,231.50194659423636,236.44733018829467,219.9732035832344,214.7959935636173,202.36569784397062
15.990213464750791,80.34298556925194,0,28.000500956324803,187.14132406348673,34.87104118167908,77.45910077989767,157.82586871302954,149.79122762063923,163.50282315602115,119.6311863580689,174.2424603147825
25.42703315240835,79.11845789745493,2,132.8888646096372,150.90449769583924,5.511102342509609,72.95808318539714,277.469858679888,289.1614069600451,305.6414348606121,271.78932222496445,211.96879328406524
